Datum;Olešnice;Bukovinka;Obora;Tišnov, Hájek;Kuchaøovice;Nemochovice;Troubsko;Ivanovice na Hané;Brno-Tuøany;Ždánice;Brno-Žabovøesky;Dyjákovice;Pohoøelice;Brod nad Dyjí;Lednice;Strážnice;Kobylí;Dolní Vìstonice;
14.06.2016;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,6;
